Id,SalePrice
1461,109770.5776284431
1462,175204.03140665594
1463,183663.5483719754
1464,226166.5369953581
1465,188905.58781742188
1466,180708.21241164597
1467,161191.3559967054
1468,190667.94959239138
1469,176981.24166245759
1470,94009.99370325798
1471,190805.36864027323
1472,102166.22595176786
1473,91110.11916474739
1474,148867.56270102374
1475,93932.57127100555
1476,328181.3326844517
1477,252009.44293591098
1478,322047.29536548606
1479,300162.2407054546
1480,399360.60311862786
1481,300441.9637985061
1482,226748.988037445
1483,189280.11349509627
1484,166406.15422862992
1485,213996.83551051008
1486,223913.57053140036
1487,312271.3829320842
1488,267007.76903157134
1489,219806.47253039654
1490,208913.32515319428
1491,237153.41969932558
1492,87960.83828149109
1493,250988.6682217542
1494,270036.9255474152
1495,255896.2804889176
1496,203935.5733127316
1497,174624.6427035668
1498,179799.82818317323
1499,157877.0112548459
1500,169194.98423865525
1501,178447.29345176092
1502,165015.88291976013
1503,228285.39173769837
1504,245705.35128688236
1505,236666.0815862083
1506,211897.50850390646
1507,235370.92964905594
1508,175555.8899101288
1509,145954.39453829415
1510,150775.78450770234
1511,139423.07108861266
1512,163148.38254130422
1513,165039.040462819
1514,143392.87449031515
1515,177171.96703922257
1516,128339.18221495446
1517,159555.45539605257
1518,151801.27888240057
1519,206179.3628180481
1520,118251.92476662317
1521,140964.34891054837
1522,181269.80352755552
1523,79039.11980182787
1524,84424.12807216252
1525,86925.15237594167
1526,77126.1793102315
1527,61106.822636199504
1528,95259.73066229832
1529,130084.47970574733
1530,228173.63522913668
1531,134830.68014529304
1532,67471.96371505017
1533,150303.42904048043
1534,78386.43524871238
1535,138971.22618371542
1536,97674.87379958684
1537,101278.1419907909
1538,114976.11575948058
1539,155880.93631908754
1540,117265.71234083446
1541,155373.70355673085
1542,108596.56298967675
1543,150475.559240967
1544,27425.25666014623
1545,22650.8480865187
1546,100713.74906379527
1547,105448.59278316256
1548,82372.6211155217
1549,75271.25265870387
1550,106121.28413835312
1551,94376.58637831753
1552,160844.60282841156
1553,144442.22402369542
1554,80935.50478445117
1555,174365.22996517064
1556,99260.31129061356
1557,67065.75049907698
1558,98764.9409221314
1559,107045.65149253755
1560,129718.95852152578
1561,162263.76636228376
1562,147473.98485557342
1563,129570.63546813154
1564,169025.24918309812
1565,171957.45309608412
1566,221615.00081358125
1567,76894.42001508026
1568,241574.07359594788
1569,140800.46910426114
1570,127355.69264343061
1571,93310.26815450059
1572,121132.74899935066
1573,197815.88979687457
1574,187929.31173255589
1575,220933.25742339948
1576,257752.99989366572
1577,186957.70953122008
1578,103103.19574954773
1579,119315.41797896638
1580,201272.7804683227
1581,135248.59568054695
1582,111259.30775755846
1583,268268.9772346915
1584,243627.4935920752
1585,129877.99187358905
1586,32268.061794680543
1587,72214.46830129928
1588,127896.94553676798
1589,111042.39931682058
1590,154831.8014510373
1591,110911.39315396034
1592,156013.5677865204
1593,112589.22695427433
1594,120909.7361173229
1595,104035.61745795174
1596,201699.96320549483
1597,202242.3610727005
1598,193419.60150239023
1599,132353.36640230144
1600,176619.32051714562
1601,60886.15419516522
1602,113848.57097026573
1603,32607.219206470443
1604,197590.06858791612
1605,230680.57483922684
1606,179357.2123207058
1607,228021.7765614921
1608,242898.72829182
1609,202186.82510227073
1610,180205.9258259336
1611,173578.11540129996
1612,208298.86905605605
1613,230647.8418405836
1614,102222.6993500692
1615,76977.97027494131
1616,79667.00914163396
1617,78336.10409275879
1618,121485.61120120189
1619,134701.3327080676
1620,268551.8217636315
1621,132180.76718222292
1622,161725.409506958
1623,215823.9228078967
1624,224479.6684727694
1625,107132.47255524661
1626,208350.01416508795
1627,203917.17053782233
1628,274437.78077948815
1629,187554.3695926925
1630,253302.6829714786
1631,204418.30662713907
1632,197258.03506714568
1633,199544.99327053057
1634,193968.24953579786
1635,175094.13544449102
1636,194785.78029112786
1637,202317.00882369632
1638,230500.91837596725
1639,209387.58990315456
1640,240826.9130102765
1641,182254.9268764404
1642,242157.55071512453
1643,256261.782147638
1644,258130.032780622
1645,220994.01155498356
1646,170640.1395344219
1647,176468.62699212634
1648,141838.06003257248
1649,144184.50209908158
1650,104891.40259483908
1651,133410.08934398656
1652,90923.17718243726
1653,84198.1473215032
1654,159027.31870952024
1655,120770.7351775817
1656,149098.36565803198
1657,147016.22715636698
1658,157674.73325952582
1659,85451.44175973414
1660,152136.42555256272
1661,372640.9056978523
1662,292056.3091361516
1663,326666.0257173897
1664,323044.7808243781
1665,317779.47522485803
1666,295050.0625430362
1667,310772.7647252732
1668,320268.8497872652
1669,255687.85907569216
1670,297534.476796638
1671,268408.0179666679
1672,314886.3784163054
1673,304427.07327636983
1674,279410.40521577455
1675,226410.56117783682
1676,203436.04909961773
1677,215723.7267777258
1678,336964.5147169143
1679,323767.6621471378
1680,290787.9906775623
1681,271436.5376578078
1682,293891.1033547817
1683,217870.5141751587
1684,225764.7100172758
1685,222625.7985251908
1686,197757.56080580657
1687,222678.87792778152
1688,241015.0541525954
1689,236733.7218220029
1690,207089.72712908126
1691,198119.91862447045
1692,239739.68026923217
1693,209581.42409778794
1694,183702.17302398736
1695,184807.57169106705
1696,284955.93662682554
1697,188469.66457819453
1698,305069.59880101087
1699,315273.9896003045
1700,260563.4375700275
1701,262576.7389093962
1702,292117.28446527454
1703,299161.22783616587
1704,258273.43420775793
1705,296833.29105522507
1706,263338.598752855
1707,242650.83555212663
1708,249844.60893501114
1709,304115.1763038185
1710,246703.79065796902
1711,277217.85921043466
1712,294209.39797083044
1713,254233.70933026046
1714,236000.8422056304
1715,210195.23169315502
1716,190677.86401620542
